,Tweet_Text,created,Twitter_screenname,Followers,id,location
576,"@IndiGo6E flight no. 6E6211 to Vizag from Hyderabad was supposed depart at 6.30 am on 7th May, 22. We, the family of 4 members including a 4 years old child were at boarding gate no. 105 at 5.45 am. We were asked wait some time to start the boarding.",2022-05-07 04:56:28+00:00,AdiKarunakar,6,1.5228E+18,"Hyderabad, India"
577,"Having experienced this personally today with ⁦@IndiGo6E⁩ , action is a must. Reached the counter an hour prior to the flight time and was denied boarding. 

Really took some convincing to board the flight. 

 https://t.co/jqlFhxPUMx",2022-05-07 04:51:39+00:00,sonalbhutra,45318,1.5228E+18,"Mumbai, India"
578,"Yesterday I was travelling from Indigo 6E 185. Crew members were good but Indigo has added a package of Mosquito. It is my urge to indigo please don’t add these packages as we are paying you full fare so please keep cleanliness.
@IndiGo6E @indianairlines",2022-05-07 04:46:08+00:00,K_Abhi2k14,9,1.5228E+18,Bangalore
579,Indigo is going to start the daily service between Chennai and Kuala Lumpur from May 15th. The same day it is going to start the daily service between Tiruchirappalli and Kuala Lumpur. @IndiGo6E @MY_Airports @aaiTRZairport https://t.co/WoxxkL7q81,2022-05-07 04:45:38+00:00,TNStateAviation,198,1.5228E+18,
580,"Travelling on Indigo 6E 185. I didnt add any package but automatically Indigo had added the mosquitoes package. Taking full fare and adding mosquitoes in the package is not fare.
@IndiGo6E https://t.co/ZaDZJFDEA6",2022-05-07 04:45:37+00:00,K_Abhi2k14,9,1.5228E+18,Bangalore
581,"RT @IndiGo6E: This is your friendly reminder to book that flight to Malaysia. #HolidaysAreBack, so fly to Kuala Lumpur for just ₹12,999 wit…",2022-05-07 04:45:02+00:00,squawk7kdotnet,8633,1.5228E+18,
582,@IndiGo6E  I have messaged in morning at 6:39 AM still no reply?,2022-05-07 04:42:51+00:00,NIGHTMARE_DEVIL,33,1.5228E+18,U.K
583,@IndiGo6E Dubai any day 😍🙏,2022-05-07 04:42:11+00:00,captsgupta,39,1.5228E+18,Meerut
585,RT @TrichyAviation: Indigo is going to fly daily between Tiruchirappalli and Kuala Lumpur from 15th May onwards. Happy flying 😊. @IndiGo6E…,2022-05-07 04:40:03+00:00,TNStateAviation,198,1.5228E+18,
586,@IndiGo6E Flight 6e 809 Taking off.. https://t.co/QFlLX3NlsQ,2022-05-07 04:39:42+00:00,Aliya_786110,6,1.5228E+18,Hyderabad
590,@filmosphere @IndiGo6E #Airindia is best. Ratan tata no words.,2022-05-07 04:31:57+00:00,pranavunde58,106,1.5228E+18,Pune
591,RT @NileshGadkari15: @awnusharma @CNBCTV18Live @DGCAIndia @airvistara and @IndiGo6E are the biggest culprits,2022-05-07 04:31:29+00:00,AvglobeW,648,1.5228E+18,India
592,"RT @Shehnaazz2000: Love these little notes from ✈️ carriers to Sana. It’s so wholesome ✨✨✨ 

Fly safe, baby! Delhi welcomes you  🤎✨🤎 

@Ind…",2022-05-07 04:24:38+00:00,09SavioTweets,167,1.52279E+18,paradise 
593,"@IndiGo6E Hi absolutely dissatisfied with your check inat Hyderabad airport, no display boards to guide int’l pssngrs.There was 1 counter hidden amidst 15 domestic counters. Had to go around 3 counters before I got my boarding pass.",2022-05-07 04:22:58+00:00,SwArLeYsTiNsn,7,1.52279E+18,Westside🗽
594,"Avoid booking international flights on @IndiGo6E unless it's a direct flight. While they have generous baggage allowance for the International leg, the domestic connection has half the allowance and heavy charges for additional baggage. 
#fail",2022-05-07 04:19:25+00:00,filmosphere,986,1.52279E+18,India
595,@sharan121 @IndiGo6E Thank you 😊,2022-05-07 04:18:13+00:00,soumojit_aero,394,1.52279E+18,"Odisha, India"
596,@IndiGo6E If you would have wish to reach to me someone would have taken my mails seriously and gotten back to me .. not just shut the case with a system generated reply. 🙏 never interested in travelling with your flight for sure.,2022-05-07 04:13:39+00:00,Charu317,52,1.52279E+18,"मुंबई, भारत"
597,"@IndiGo6E  I am trying to web check-in for 3 passengers but it is showing only 2 passenger.please check and resolve it why is it showing this.
8930641199",2022-05-07 04:12:46+00:00,AkkyAkk86685148,0,1.52279E+18,
598,@IndiGo6E @TimesNow @ndtv @IndianExpress You can also find a  queue of denied passengers only at the @IndiGo6E ticketing counters.,2022-05-07 04:11:18+00:00,jlucasthomas,13,1.52279E+18,"Kerala, India"
599,RT @SamSiff: @cskkanu @TheSanjivKapoor @IndiGo6E @airvistara @airindiain @GEAviation @vaastavngo @sifchandigarh @SFFNGO @DaamanNGO @sifngp…,2022-05-07 04:11:11+00:00,AHalal,211,1.52279E+18,Asian
600,RT @bhargava_tweets: @cskkanu @TheSanjivKapoor @IndiGo6E @airvistara @airindiain @GEAviation @vaastavngo @sifchandigarh @SFFNGO @DaamanNGO…,2022-05-07 04:11:04+00:00,AHalal,211,1.52279E+18,Asian
601,RT @krishkapoor: @cskkanu @Menrights10 @TheSanjivKapoor @IndiGo6E @airvistara @airindiain @GEAviation @vaastavngo @sifchandigarh @SFFNGO @D…,2022-05-07 04:11:01+00:00,AHalal,211,1.52279E+18,Asian
607,@IndiGo6E I reached airport 1 hr 15 mins before the flight and I can prove it. This is bad management of traffic at indigo counter and hence extorting money from passengers.@TimesNow @ndtv @IndianExpress,2022-05-07 04:08:54+00:00,jlucasthomas,13,1.52279E+18,"Kerala, India"
608,"Reached shoot destination! On time #YouTubers 
✈️ :- @IndiGo6E https://t.co/hSdZR6ZYPj",2022-05-07 04:05:44+00:00,vineet_gaur,339,1.52279E+18,India
609,"@IndiGo6E My contact number is +918747872555, however am at Maldives airport and reachable only via whatsapp(same number as above), please let me know if whatsapp call is possible.",2022-05-07 03:57:53+00:00,iarpanpatil,363,1.52279E+18,"Pune, India"
610,"Dear @IndiGo6E,u first ask us to pay for our seat.Then during boarding,u change my seat.Then someone claims my allotted seat as his.Finally u make me shuffle from seat to seat . Why this nonsense.What is the point of paying for a seat, if u cant manage the seat allotment. #6E2276",2022-05-07 03:55:21+00:00,draaarkk,3325,1.52279E+18,Delhi / chennai 
611,@vijay_ajmera @IndiGo6E This is standard for this and other airlines now. None of them update screens with delays. Make passengers queue up and wait.,2022-05-07 03:54:21+00:00,akumar2408,837,1.52279E+18,Delhi
612,"6/5 @flyspicejet @IndiGo6E @allianceair
&amp; @OfficialStarAir to Delhi, Bengaluru, Hyderabad,Mumbai,Nagpur &amp; Ahmedabad.
Visit SHGs outlet at #BelagaviAirport. Appreciate the effort of SHGs &amp;
Purchase something.
@AAI_Official @MoCA_GoI @AAIRHQSR @KarnatakaWorld @GujaratTourism https://t.co/VAcR6sm6Ut",2022-05-07 03:51:10+00:00,aaiblgairport,5686,1.52279E+18,Belagavi
613,"Reached airport at 4.30 for a 5.45 flight. completed self checkin, printed baggage tags, ...got to the counter to drop bags at 5.05 ish. Not sure why you allow self checkin and baggage tagging if I have to go through the whole process again at the counter @IndiGo6E @JM_Scindia",2022-05-07 03:47:58+00:00,jlucasthomas,13,1.52279E+18,"Kerala, India"
614,"@IndiGo6E Hello, I have tried the same URL and it doesnt take me to the seat selection as seats are already assigned, then it takes me to the passport and visa details followed by Health &amp; Contact Declaration, completing which still doesn’t show me ",2022-05-07 03:36:16+00:00,iarpanpatil,363,1.52278E+18,"Pune, India"
615,"RT @marifpatel67: @IndiGo6E Other airlines have transfer counter. With such clauses and not having staff at transfer counter, if  psg has o…",2022-05-07 03:35:47+00:00,PSGInMyBlood,3771,1.52278E+18,"Paris, France"
616,"@IndiGo6E Other airlines have transfer counter. With such clauses and not having staff at transfer counter, if  psg has other option, avoid @IndiGo6E intl to domestic connection.",2022-05-07 03:35:18+00:00,marifpatel67,6,1.52278E+18,India
617,@IndiGo6E Now one of the worst airlines Indigo.They Awake late in the morning &amp; after that wl not provide meal.Corp booking.behaviour of air hostesses were very rude.they simply said u can raise complaint to whom so ever.Its services of Indigo towards,2022-05-07 03:34:02+00:00,RajeevN55069297,2,1.52278E+18,
618,@UpdatesChennai @IndiGo6E @SalemAirport @aaichnairport  please Salem people request Salem to Chennai please launch the  airlines,2022-05-07 03:32:30+00:00,NKrishnan00,9,1.52278E+18,
619,@IndiGo6E but they didn't stopped everyone.when i asked the reason even reply was unprofessional. They said we are trying to stop others as well but it's not possible to track everyone. I am sorry but you have lost atleast 1 customer out of your 200 billi,2022-05-07 03:24:13+00:00,asokalive,1,1.52278E+18,
620,"When you are in Queue on a rush hour morning at @RGIAHyd 

Convoy led by @IndiGo6E 
In queue @flyspicejet @allianceair 

#Airport #aeroplane #runway #airtravel https://t.co/ZxbCLMJ8zQ",2022-05-07 03:23:18+00:00,atbbk,239,1.52278E+18,"Pune, Maharashtra"
621,@IndiGo6E what action u hv taken for misbehaviour done by ur staff hv u checked the vedio genuine or not or it’s your staff regular practice @aajtak @ZeeNewsEnglish @avpnews_live show them in news it’s done with 70yrs old men,2022-05-07 03:22:12+00:00,Jitendr30562436,5,1.52278E+18,
622,@IndiGo6E @jetairways That's why I like @IndiGo6E...healthy competitiveness and respect for each other,2022-05-07 03:21:52+00:00,parameshwarsara,57,1.52278E+18,India
623,@IndiGo6E i am a frequent flyer from indigo.Travelling almost 2 to 3 times in a month.But today I had a worst experience with indigo.All of sudden Ur crew members thought they will not all me to carry cabin baggage just because I was having one laptop bag,2022-05-07 03:21:40+00:00,asokalive,1,1.52278E+18,
624,@IndiGo6E  need to improve your services for international to domestic transfer. No staff at counter for transfer and had to go with lug for another check in.avoid @IndiGo6E,2022-05-07 03:15:17+00:00,marifpatel67,6,1.52278E+18,India
625,"@vickey8981 @airindiain @TataCompanies @RNTata2000 @TCS @IndiGo6E @flyspicejet @GoFirstairways If you want to take any legal action against them so that you can get your money back sooner, get in touch with @getmyrefundin",2022-05-07 03:14:59+00:00,ShilpaP16548229,111,1.52278E+18,
626,Happened to me and family today @IndiGo6E @JM_Scindia https://t.co/b2JcGhgGzR,2022-05-07 03:11:58+00:00,jlucasthomas,13,1.52278E+18,"Kerala, India"
627,@IndiGo6E This is a lie. Staff has been told to assign separate seats even if adjacent seats are available. This is just a ploy to force customers to buy seats,2022-05-07 03:09:35+00:00,nullpointer57,741,1.52278E+18,"Agartala, India"
628,"Hey @IndiGo6E, its been more than 24 hrs and you are still not able to talk to your own team in Hyderabad Airport.
Are you guys that dumb ? I doubt that you would have stole my baggage. That could be the only explanation.",2022-05-07 03:00:39+00:00,abdulmujeer88,3,1.52277E+18,
629,@aaigoaairport @AAI_Official @MoCA_GoI @PIB_Panaji @MoHFW_INDIA @IndiGo6E @flyspicejet @AirAsiaIndia @GoFirstairways @airindiain @airvistara @aairedwr Pls upload the latest travel guidelines.  Thank u so much.,2022-05-07 02:43:11+00:00,DeniseCFernand1,10,1.52277E+18,Singapore 
630,"@IndiGo6E Indigo customer care, looking for a response.. Reminder 4",2022-05-07 02:42:34+00:00,imagine_power,9,1.52277E+18,
631,@DGCAIndia @IndiGo6E  DGCA pls note this.  Indigo ki g**nd marni hai https://t.co/6U5tEbRO3D,2022-05-07 02:40:40+00:00,ShrikantGakhare,292,1.52277E+18,"Hyderabad, India"
632,@soumojit_aero @IndiGo6E Amazingly captured!,2022-05-07 02:40:11+00:00,sharan121,320,1.52277E+18,
633,@IndiGo6E please keep clean in this COVID Era https://t.co/ArNRHfliSs,2022-05-07 02:38:47+00:00,srinivasulubay3,1,1.52277E+18,
634,"RT @jetairways: @IndiGo6E Big thanks, @IndiGo6E! The sky just got bluer! :) 💛 🙌",2022-05-07 02:37:07+00:00,akfdbg99,333,1.52277E+18,"Mumbai, India"
635,@IndiGo6E the flight still hasn’t taken-off &amp; i want a resolution and a seat with extra legroom for which i have already paid. Want to see your diligence on customer issues due to gross incompetence on your part.,2022-05-07 02:35:45+00:00,OutputScream,104,1.52277E+18,
636,"@IndiGo6E Please respond ASAP, my flight is in few hours from now, I can’t download my boarding pass yet although the seats are allocated, kindly advise!!!!!!",2022-05-07 02:34:38+00:00,iarpanpatil,363,1.52277E+18,"Pune, India"
637,RT @shreyas_bajirao: @IndiGo6E Is there any Airport in kanpur???,2022-05-07 02:34:25+00:00,akfdbg99,333,1.52277E+18,"Mumbai, India"
638,@IndiGo6E i paid for a seat with extra legroom on 6E308-28C but to my horror it was changed to 26C w/o even informing me. Crew told me its to do with seat config. What a lame excuse&amp; its a shame &amp; disgrace that you cant even acknowledge commitment,2022-05-07 02:33:39+00:00,OutputScream,104,1.52277E+18,
639,@vickey8981 @airindiain @TataCompanies @RNTata2000 @TCS @IndiGo6E @flyspicejet @GoFirstairways Forget your refund man. Ther are not gonna give it back. People have been waiting for over 2 years. Its better to reach out to your back and get the credit back,2022-05-07 02:28:51+00:00,shawaditya97,6,1.52277E+18,"Beverly, MA"
640,"@Sandeepnds @aaiblgairport @flyspicejet @AAI_Official @MoCA_GoI @AAIRHQSR @MangalSAngadi @OfficialStarAir @allianceair @IndiGo6E Without dehli means... touching 17k +++

😲😲😲😲😲😲😲😲😲😲😲",2022-05-07 02:28:14+00:00,sachinBhovi2,73,1.52277E+18,
641,"Going to Mumbai to watch IPL, tomorrow's game SRH vs RCB, Thanks to @unacademy for the VIP Tickets, perks of being a part of Unacademy 
@delhiairport @IndiGo6E @CSMIA_Official @iamOmkarsharma https://t.co/40L6w1m46R",2022-05-07 02:20:46+00:00,KapilMusicBoy,1094,1.52276E+18,"Morena, India"
642,"RT @shraddhadas43: Best flights and sweetest crew always!
@IndiGo6E 💜 https://t.co/qXhMcWATwW",2022-05-07 02:20:13+00:00,PavanTr97787945,0,1.52276E+18,
643,@IndiGo6E pl provide single PNR option for STV IDR as well as IDR STV via DEL … before 6E use to give this.. pl  help,2022-05-07 02:16:58+00:00,Rajesh85444193,3,1.52276E+18,Surat
644,"@amit091277 @IndiGo6E Hi Amit, let us wait &amp; watch. This rigidity and arrogance has costed dearly for many big shots like Nokia and Blackberry. These people are also following the same strategy.",2022-05-07 02:16:04+00:00,ashishtaori,358,1.52276E+18,India
645,"@TheSanjivKapoor @IndiGo6E Such high benchmarks that I want to exhaust all options before being forced onto Indigo.

While thanking them is great, hope u don’t use them as role model.",2022-05-07 02:09:10+00:00,anshoogaur,717,1.52276E+18,
646,"RT @aaiblgairport: #AzadiKaAmritMahotsav 
 6th May,22
 Arr-9
 Dep-9
Pax footfall
Arr:635
Dep:643
Total=1278
""AMBULIFT""facility is available…",2022-05-07 02:06:57+00:00,BelagaviAirport,3871,1.52276E+18,"Belagavi,Karnataka,India"
647,"@IndiGo6E 
@airindiain
Why Ticket is very expensive now days 
From Delhi to Doha 
This is out of budget really",2022-05-07 01:53:14+00:00,AhmadSo27355695,2,1.52276E+18,
648,"RT @dpkalaimurugan: @mkstalin @Murugan_MoS

@flyspicejet @OfficialStarAir @IndiGo6E @airindiain @flybigairlines @FlyTruJet @allianceair
Dai…",2022-05-07 01:48:31+00:00,TNPoliticsBot,879,1.52276E+18,Mars
650,@awnusharma @CNBCTV18Live @DGCAIndia @airvistara and @IndiGo6E are the biggest culprits,2022-05-07 01:45:10+00:00,NileshGadkari15,1,1.52275E+18,
651,@htTweets @ld_Neha @IndiGo6E take note.,2022-05-07 01:44:31+00:00,sanjaymehta,1026,1.52275E+18,Bharat
652,"@IndiGo6E @DGCAIndia this incident was firstly reported to the IndiGo onduty staff at the Dehradun Airport, but he did Nothing Except redirecting her to Airport Authority/CISF saying he can't do much in this matter as it happened at the DED airport premis",2022-05-07 01:27:34+00:00,Name_is_Vikas,11,1.52275E+18,"Toronto, Ontario"
653,"@sureshnmenon @GoFirstairways That's a feature of GOI airport, not @GoFirstairways. Even @IndiGo6E does it. @GoaAirport",2022-05-07 01:19:27+00:00,chetanredkar,37,1.52275E+18,Bangalore
654,"@DGCAIndia @aaidoonairport @IndiGo6E Theft incident happened with my aunty (pnr-ZTFBSX) at Baggage Claim Belt of Dehradun Airport on 5th May, 2022 around 6.30pm post arrival from Delhi T1 by IndiGo flight 6E5359, had been reported to the DED airport autho",2022-05-07 01:02:50+00:00,Name_is_Vikas,11,1.52274E+18,"Toronto, Ontario"
655,@IndiGo6E Rays of hope to fly high https://t.co/3KE27j0dQk,2022-05-07 00:44:54+00:00,ashiurs,29,1.52274E+18,Indore
656,"Today the staff of @IndiGo6E  convinced me that due to airport/airline/ air authority the fragile tag is not provided 

Now my question to @JM_Scindia @PMOIndia  why this decision is taken and who will be responsible as the bags are not handled well after dropping at the counter",2022-05-07 00:40:29+00:00,ajayjoshi2408,213,1.52274E+18,"Pune, India"
657,@JM_Scindia do you know like local bus/tempo/auto nowadays airbus are also taking booking for more than no.of seats @IndiGo6E,2022-05-07 00:37:26+00:00,ajayjoshi2408,213,1.52274E+18,"Pune, India"
658,@BhutaniChetan Have @IndiGo6E decided to give seat selection charge refunds to those who don't get up after plane has landed?,2022-05-07 00:28:35+00:00,vikyjoshi3,127,1.52274E+18,
659,@IndiGo6E how difficult is to arrange a wheel chair at the airport. Worst experience - IXC to BLR. The check in counter experience specially fast forward was the worst. My mom’s first ever flight and this is not acceptable.,2022-05-07 00:06:05+00:00,akaGrewal,112,1.52273E+18,"Bengaluru, India"
660,@BhavaniSre @IndiGo6E I also faced the same issue.,2022-05-06 23:43:11+00:00,Hashimm502,7,1.52272E+18,
662,"@sanvan29 RPR-IXR flight  demand is such that CM of Jharkhand had written letter to Aviation minister on the other hand Trade association in Raipur had written letter and asked for same, never understood what's stopping @IndiGo6E  to take an initiative &a",2022-05-06 23:18:09+00:00,Vishal88643,0,1.52272E+18,"Raipur, India"
663,"@IndiGo6E @IndiGo6E can you please respond, I am unable to download my boarding pass",2022-05-06 22:55:57+00:00,iarpanpatil,363,1.52271E+18,"Pune, India"
664,@TheSanjivKapoor @IndiGo6E Congratulations#Tears of joy#great memories#Jetairways#my 1st flight#Imphal-Kol#2001😁🙏,2022-05-06 22:47:36+00:00,adelblooms,0,1.52271E+18,
665,"@airindiain 
@TataCompanies
@RNTata2000
 @TCS
Waiting on my refund since Jan 12. Pls provide the refund asap. Ref-WB-ISFO1201220187
Other companies have far superior system to address customers than AirIndia.
@IndiGo6E 
@flyspicejet 
@GoFirstairways 
Remi",2022-05-06 22:24:29+00:00,vickey8981,2,1.5227E+18,
666,RT @IndiGo6E: #6ETravelUpdate- Terminal information for all flights to/from #Jeddah https://t.co/P2PEyQvxhe,2022-05-06 22:06:26+00:00,MyBookingPoint,3,1.5227E+18,India
667,@bhav_vai @IndiGo6E I have also faced the same issue. Even after promising for the voucher code they haven’t responded on e-mail also on call.,2022-05-06 21:54:04+00:00,ahmaloo17,83,1.5227E+18,"Chittorgarh, Rajasthan"
668,@IndiGo6E Excess baggage is not a problem but the experience itself is a question that too from Indigo whose example was part of customer experience business case. Person was asking to weight single chapati which is kind of harassment and insult to us. Ho,2022-05-06 21:19:57+00:00,Bikychatha,14,1.52269E+18,Mitra da Adda Punjab ya Pune 
669,"@IndiGo6E  Flight 2053
 2** #poorservice #slowservice",2022-05-06 21:14:04+00:00,dushyant_s_back,15,1.52269E+18,India
670,"Airlines are doing bussiness now a days. They told me that they can arrange a paid doctor for me but cannot arrange medicine for me.
If any help plz contact Mob-8908499504
@MoHFW_INDIA @CMODelhi @DelhiAirport @Pib_MoCA @ArvindKejriwal @tourism_delhi @delhi @IndiGo6E",2022-05-06 21:13:35+00:00,gauravdash2,0,1.52269E+18,
671,"@IndiGo6E Hi indigo, can i carry a drone on your planes?",2022-05-06 21:05:18+00:00,pankaj95k,24,1.52268E+18,
674,@JM_Scindia ji.. uncles at @DGCAIndia has not responded yet. They really need to check that @IndiGo6E plane. It was clearly in a bad condition,2022-05-06 20:39:43+00:00,UdaySadaram,17,1.52268E+18,Vizag
675,"@TheSanjivKapoor @IndiGo6E Very well said &amp; articulated Sir.This speaks volumes 'bout your awesome leadership attributes.Truly commendable acknowledgement &amp; healthy non-toxic vibes!👏👏👏
#salute
#respect",2022-05-06 20:10:07+00:00,SidsySanyal,172,1.52267E+18,Calcutta
676,"@KaradiPrashant @MalavikaBJP @IndiGo6E Do you know the reason for such a long delay? 

They (Government departments) have insatiable appetite for 💰 , be it RTO, or BBMP or Sub Registrar’s office or,,",2022-05-06 20:07:41+00:00,RvRvk,29,1.52267E+18,
678,"@Rajeev_GoI @IndiGo6E How unhealthy you are eating? Anyway your life, your money sir!!! Try intermittent fasting when flying. U will be much better off.",2022-05-06 19:47:09+00:00,pbansal3,105,1.52266E+18,"Mumbai, India"
679,"RT @kudla_aviation: Water salute given to newly inaugrated HBX-IXE flight at Mangalore International Airport😍
Video courtesy: @VitheshNaik…",2022-05-06 19:43:12+00:00,rajadhi_raja,255,1.52266E+18,Bangalore
680,"Hi @IndiGo6E , any update on flight status due to adverse weather (upcoming cyclone ""Asani"") from/to BBI airport between May 7th till May 11th ??",2022-05-06 19:42:53+00:00,ashirbad555,216,1.52266E+18,"San Francisco, CA"
681,Also While collecting my baggage from belt i found that bah zip was halfp open. So dont you put lock clips for zipper?@AAI_Official @ahmairport @IndiGo6E,2022-05-06 19:20:46+00:00,wish4me246,56,1.52266E+18,"Ahmadabad City, India"
682,@IndiGo6E  i have been asked Rs.200/- for boarding pass hard copy while submitting my luggage at AMD airport whereas same was given me free at Chennai airport. So what’s your policy?@AAI_Official @ahmairport,2022-05-06 19:20:46+00:00,wish4me246,56,1.52266E+18,"Ahmadabad City, India"
683,"@IndiGo6E Shamelessly Indigo don't have even courtsey of offering dinner to all passengers who are stranded on airport from last 4 5 hrs
#IndigoBan
6E5316",2022-05-06 19:17:37+00:00,mishrarjun0302,42,1.52266E+18,
684,@KSrinivas75 @IndiGo6E @MoCA_India @ndtv @aajtak Must have come out of your hand 👜 😂,2022-05-06 19:15:39+00:00,SaptarshiIn,56,1.52266E+18,"Bengaluru, India"
685,@IndiGo6E We were only carrying one bottle of wine each.,2022-05-06 19:04:42+00:00,Un_un_yeaaaah,16,1.52265E+18,
686,@IndiGo6E i want to apply for partner I'd. Pls help,2022-05-06 18:55:28+00:00,imgrvs,232,1.52265E+18,Kolkata
687,"@IndiGo6E 6055 was 3 hr late to banglore today . even after this horrible wait. we are waiting for the baggage claim for 45 minutes, the wait is still on!!! WTF is wrong with your staff!! its been a torture of 6 hours now #indigo #IndiGo",2022-05-06 18:55:17+00:00,puyyapla,107,1.52265E+18,"സാൻഫ്രാൻസിസ്കോ, യു എസ് എ "
688,"@MalavikaBJP @IndiGo6E Atleast u will get the visibility mam!! Think of common man, no one to listen to their vows. I have applied for khata for my property in Sept 21, it's been 7 months and still wait is on. Part of Kannuru gram panchayat, Mahadevpura c",2022-05-06 18:54:48+00:00,KaradiPrashant,6,1.52265E+18,
689,@MalavikaBJP @IndiGo6E IST has problem …,2022-05-06 18:52:00+00:00,n_vishwanatha,64,1.52265E+18,"Bengaluru, India"
690,@MalavikaBJP @IndiGo6E @MalavikaBJP they must be very tired cos of the delay. They can't type nor say anything :p. Jet lag perhaps,2022-05-06 18:50:18+00:00,RajPonnappa,11,1.52265E+18,
691,"@IndiGo6E just had an horrible horrible experience on you Bengaluru to pune 6E0426 flight… delay of 2 hours, half an hour and no sign of bags on belt…one crazy crap experience",2022-05-06 18:47:29+00:00,sarvapriya38,29,1.52265E+18,"Pune, India"
692,"Indigo airplanes are like the Swift of Uber 
@IndiGo6E @Uber_India @Maruti_Corp",2022-05-06 18:45:27+00:00,ishana_aiyappa,45,1.52265E+18,Bangalore 
694,"@priyankar456 @Cleartrip @happyeasygo @IndiGo6E And the customer suffers, both of them are only good at advertising, they hardly care about customers when it comes to refunding money.",2022-05-06 18:40:33+00:00,prateek276,133,1.52265E+18,
695,RT @priyankar456: @prateek276 @Cleartrip @happyeasygo I'm with you on this. Their own cancellation charges are ridiculous. I've been advise…,2022-05-06 18:39:24+00:00,prateek276,133,1.52265E+18,
696,"An @IndiGo6E flight from Chennai to Bengaluru scheduled to arrive at 10.20, arrives at 11.54PM. Not even an apology from the crew for the delay. Whatever happened to common courtesy?! 🤷🏽‍♀️",2022-05-06 18:36:03+00:00,MalavikaBJP,66673,1.52265E+18,Bengaluru
697,"@ani_digital @ANI DGCA will do nothing of that sort. On April 5, I sent several complaints to @MoCA_GoI about how @IndiGo6E unfairly prevented me and several other passengers from boarding Hyderabad-Indore and other flights though we reported before time.",2022-05-06 18:33:19+00:00,nagesh_kumar,816,1.52265E+18,Hyderabad
698,"@prateek276 @Cleartrip @happyeasygo I'm with you on this. Their own cancellation charges are ridiculous. I've been advised bed rest due to an injury and neither HEG nor @IndiGo6E are willing to help. HEG says ask indigo for shell, Indigo says they can't g",2022-05-06 18:31:20+00:00,priyankar456,118,1.52265E+18,
699,"@EbnUniverse @happyeasygo @DGCAIndia I'm with you on this. Their own cancellation charges are ridiculous. I've been advised bed rest due to an injury and neither HEG nor @IndiGo6E are willing to help. HEG says ask indigo for shell, Indigo says they can't ",2022-05-06 18:29:18+00:00,priyankar456,118,1.52264E+18,
700,"@khari9955 @IndiGo6E Hi Hari, we request you to reach out Lost and Found team at ghiallost&amp;found@gmrgroup.in. Thank you.",2022-05-06 18:25:36+00:00,RGIAHyd,38092,1.52264E+18,"Hyderabad, Telangana"
701,@IndiGo6E It’s been over 8 weeks now and still no direct flight to Bengaluru from Dibrugarh. At least you can operate at least twice a week. I can’t stay tuned any further please.,2022-05-06 18:25:17+00:00,ginny1867,14,1.52264E+18,"Dibrugarh, India"
702,"Hi @IndiGo6E can you please inform me about the status of Indore- Surat flight which seems to be withdrawn these days?! 
Is there any availability between 15-20th May?",2022-05-06 18:23:21+00:00,dr_PoojaPathak,867,1.52264E+18,India
703,@IndiGo6E There was issue with luguage for which staff was not listening at all and trying to argue which can be sorted out. We waited for more than 1 hour in stelling the issue. My mother packed home made food which i have to remove from the luggage. Per,2022-05-06 18:22:47+00:00,Bikychatha,14,1.52264E+18,Mitra da Adda Punjab ya Pune 
704,"@IndiGo6E hi, are armed forces concession available to civilian staffs?",2022-05-06 18:21:44+00:00,SanchitaSuman,34,1.52264E+18,
705,@IndiGo6E @jetairways dear indigo don’t appreciate to jet airways because jet airways is making fraud/scam with passengers,2022-05-06 18:21:16+00:00,iftikhargd,12,1.52264E+18,kuwait
707,@IndiGo6E Open Coimbatore to Kuala Lumpur. We are eagerly waiting to travel from CJB to KUL using indigo.,2022-05-06 18:19:50+00:00,maverick_manoj,84,1.52264E+18,Manchester of South India
708,"@jetairways  welcome to skies Let's race again.
What a nostalgic moment watching your bird taking flight once again with all the courage and pride.
All the very best , will meet you in the sky.

With best wishes @i_am_ramakanth
 #forever6e @IndiGo6E https",2022-05-06 18:18:40+00:00,i_am_ramakanth,239,1.52264E+18,"visakhapatnam, india"
709,@panditonrail @IndiGo6E @jetairways yes you’re right.,2022-05-06 18:18:26+00:00,iftikhargd,12,1.52264E+18,kuwait
710,"@RGIAHyd @IndiGo6E Hi, I tried calling this number but unfortunately there is no answer. I have sent a mail, the link you shared at the end is not working. Can you help in getting this resolved faster.",2022-05-06 18:18:23+00:00,khari9955,2,1.52264E+18,"Jamshedpur, India"
711,"RT @soumojit_aero: Got jealous of the sky for a second ❤️ 
In frame:- @IndiGo6E on finals at #Bhubaneswar 

#avgeek #aviationphotography #s…",2022-05-06 18:17:56+00:00,Adrakwaali_chai,242,1.52264E+18,Kitchen
712,RT @panditonrail: @IndiGo6E @jetairways Kindly refund the ticket holders who were never serviced when the airlines closed down.,2022-05-06 18:17:55+00:00,iftikhargd,12,1.52264E+18,kuwait
714,@BhutaniChetan @IndiGo6E se fly karne wale log hain sir!,2022-05-06 18:16:29+00:00,TheAliVoice,7,1.52264E+18,"Gopalganj, India"
715,"@IndiGo6E a simple suggestion. You have the manual aero bridges at every airport. You could simply add solar panels, a storage battery and an electric motor. You won't be having a bunch of ground staff struggling to get it aligned with the plane doors. El",2022-05-06 18:15:36+00:00,taronmohan,150,1.52264E+18,
