No.,Airlines,Tweet_Text,created,Twitter_screenname,Followers,id,location
3641,AirVistara,"@airvistara @airindiain Interesting sight at T3 New Delhi airport, long queue at Plaza Premium lounge, catering to all airlines….and…Air India lounge virtually empty….lots of spaces…Can both Tata group airlines collaborative for their Customers sa",2022-05-01 11:08:55+00:00,SanjivTripathy,56,1.52E+18,
3642,AirVistara,@airvistara SpaceX over Noida?,2022-05-01 11:00:25+00:00,gurjinder_gs,26,1.52E+18,United States of Haryana 🙃
3643,AirVistara,@airvistara How to know whether my ticket is economy lite or standard or flexi?,2022-05-01 10:59:43+00:00,vishwa_v,79,1.52E+18,
3644,AirVistara,@airvistara the most lousy and laidback attitude with absolutely no urgency. Seems that it is a Sunday happy day lag. Even after delay looks like a joyride from the crew. https://t.co/RxWz8Oqb5J,2022-05-01 10:53:34+00:00,reachoutkd,2,1.52E+18,
3645,AirVistara,This was at Delhi airport checkin @airvistara,2022-05-01 10:49:50+00:00,Believe1011,528,1.52E+18,Dubai
3646,AirVistara,@airvistara airlines… I would like to appreciate the commendable job by Shalini - Couter A- vistara checkin. I have been travelling almost 24 hour from amster- dubai- Delhi and now goa and Shalini very efficiently handled my checkin. Such an employee is,2022-05-01 10:48:44+00:00,Believe1011,528,1.52E+18,Dubai
3647,AirVistara,@Amishtr @airvistara You are alive😱😱,2022-05-01 10:36:44+00:00,Ashmit03395534,3,1.52E+18,
3648,AirVistara,"@airvistara 

Hi,
I travelled from LHR to VNS via DEL.
One of my checkin luggage lock is broken as seen at VNS airport.
I reported same to Air vistara person at baggage collection area. He took my passport and boarding pass photos however later refused to",2022-05-01 10:34:09+00:00,thefarhanahmad,30,1.52E+18,"Swindon, England"
3649,AirVistara,"@airvistara hi guys, parents travelling from Delhi to London UK17  but can’t do mandatory web check in. Will you provide them help if they reach airport without that  ?? @DelhiAirport",2022-05-01 10:20:29+00:00,SwatiVasudeva23,33,1.52E+18,"Glasgow, Scotland"
3650,AirVistara,@airvistara I'm planning May travel. Is there any sector where you don't serve non veg in economy? Will plan accordingly.,2022-05-01 10:18:23+00:00,amithpr,10415,1.52E+18,"Gurgaon, Goa & Mangalore  "
3651,AirVistara,RT @iammaaruti: @airvistara Today my fight UK706 got delayed &amp; connecting flight UK627 got missed due to over booking. We are 4 pax and bot…,2022-05-01 10:11:55+00:00,Nopanians,75,1.52E+18,Kolkata
3652,AirVistara,RT @iammaaruti: @airvistara Today my fight UK706 got delayed &amp; connecting flt UK627 got missed due to over booking.We are 4pax and both the…,2022-05-01 10:11:48+00:00,Nopanians,75,1.52E+18,Kolkata
3653,AirVistara,@airvistara you phone support don’t know anything. I asked them to book me a reward flight they said there’s not seat but on your website it was available. Then I asked to upgrade my current ticket with CV points they you don’t have voucher. Patheti,2022-05-01 10:08:05+00:00,RachitPunj3,1,1.52E+18,"Melbourne, Victoria"
3654,AirVistara,@dixitanizer7 always travel by @airvistara,2022-05-01 10:06:36+00:00,todarmal,121,1.52E+18,
3655,AirVistara,"Really pleased with @airvistara staff at #JammuAirport especially one Mr. Diwaker, helped me out of the way. Always a pleasant experience flying with you. Keep it up.",2022-05-01 09:54:40+00:00,rishavravigupta,56,1.52E+18,Jammu
3656,AirVistara,@underdated @airvistara Thanks. London to Delhi?,2022-05-01 09:49:50+00:00,shehryar_khanum,14196,1.52E+18,
3657,AirVistara,@shehryar_khanum @airvistara Not needed. Brother arrived from air vistara couple of days ago from same flight. Vaccination will work.,2022-05-01 09:49:35+00:00,underdated,961,1.52E+18,Germany
3658,AirVistara,"@airvistara, full marks, in my book, to your in-airport and in-flight staff in Varanasi for a) effective queue management for orderly on-boarding and b) enforcing prevailing COVID guidelines.",2022-05-01 09:47:41+00:00,meghkalyan,1467,1.52E+18,"Chennai, India"
3659,AirVistara,@airvistara  can you please confirm for your London Delhi sector please. Thanks https://t.co/9W5AYOzOU6,2022-05-01 09:46:01+00:00,shehryar_khanum,14196,1.52E+18,
3660,AirVistara,@airvistara Today my fight UK706 got delayed &amp; connecting flt UK627 got missed due to over booking.We are 4pax and both the flights were on same tkt. Airlines is not able to provide me alternate flt today.Have a urgent professional show tomorrow morni,2022-05-01 09:40:32+00:00,iammaaruti,36,1.52E+18,Kolkata
3661,AirVistara,@airvistara wrong name selected while booking have to modify the same pls guide urgent trying to reach your customer care from 30 minutes unable to connect.,2022-05-01 09:36:47+00:00,vshaarma,76,1.52E+18,Mumbai
3662,AirVistara,@airvistara Today my fight UK706 got delayed &amp; connecting flight UK627 got missed due to over booking. We are 4 pax and both the flights were on same tkt. Airlines is not able to provide me alternate flt today. Have a urgent professional  show tomorro,2022-05-01 09:14:55+00:00,iammaaruti,36,1.52E+18,Kolkata
3663,AirVistara,"@airvistara I think no, it's nothing more than this.... 😉💜
#VistaraView",2022-05-01 09:11:16+00:00,Tushu_48,75,1.52E+18,"Cuttack, Odisha, India"
3664,AirVistara,"I have been actively looking for an opportunity to develop my skills in customer service and sales and marketing further, like I was doing in my previous role.
@emirates @qatarairways @etihad @airfrance @Qantas @SingaporeAir @airlinecrewjobs @airvistara",2022-05-01 09:04:45+00:00,MRusail,10,1.52E+18,
3665,AirVistara,"An absolute delight of an experience while flying on @airvistara, the airline truly pampers their customers! https://t.co/tHUF1xG6ZR",2022-05-01 08:48:35+00:00,ASVishwas,99,1.52E+18,"New Delhi, India"
3666,AirVistara,@airvistara Is there someone manning your DM? I have sent several messages without response.,2022-05-01 08:32:18+00:00,slartey2004,26,1.52E+18,
3667,AirVistara,RT @karthic74: @mansi_gambhir @sandeeprrao1991 @airvistara Mansi we travelled  from IXC-MAA via delhi on 02/03/2022 .They never loaded our…,2022-05-01 08:22:48+00:00,mansi_gambhir,28,1.52E+18,"बैंगलुरु, भारत"
3668,AirVistara,@airvistara @BLRAirport @DGCAIndia  @BLRAirport  we are facing issues with this worst @airvistara ... can anyone help us to get our luggage which went missing becoz this shitty people didnt load it??,2022-05-01 08:20:14+00:00,mansi_gambhir,28,1.52E+18,"बैंगलुरु, भारत"
3669,AirVistara,"@Mohamed44140586 @FlyWithIX @TataCompanies @MoCA_GoI @JM_Scindia @aaiTRZairport @AAI_Official @Trichyportal @TrichyTreasures @TrichyInfra @airvistara @VBJaganath @Ubai_h @mythili3012 Yes. Most important, particularly in Kuwait.  Overcoming lot of hurdles ",2022-05-01 08:17:17+00:00,TrichyAviation,4578,1.52E+18,"Tiruchirappalli, India."
3670,AirVistara,@mansi_gambhir @airvistara Still no update @airvistara,2022-05-01 08:17:08+00:00,nv_patell,23,1.52E+18,Indore
3671,AirVistara,@airvistara First be responsible to load passenger luggage and answer their issues then promote your useless airline services,2022-05-01 08:14:56+00:00,mansi_gambhir,28,1.52E+18,"बैंगलुरु, भारत"
3672,AirVistara,@RanaAyyub @etihad How come other people gets birthday celebrations in flights? Once I travelled to #Mumbai from #Kolkata through @airvistara and no even wished me in the flight 😔,2022-05-01 08:12:38+00:00,Saurabh_Bidwai,311,1.52E+18,"Mumbai, India"
3673,AirVistara,@neetakolhatkar @airvistara It’s like they get licensed to start spamming. It’s so irritating,2022-05-01 08:10:36+00:00,TheDessertCart1,1692,1.52E+18,"Prabhadevi, Mumbai"
3674,AirVistara,@TrichyAviation @FlyWithIX @TataCompanies @MoCA_GoI @JM_Scindia @aaiTRZairport @AAI_Official @Trichyportal @TrichyTreasures @TrichyInfra @airvistara @VBJaganath @Ubai_h @mythili3012 #IX  #AirIndiaExpress Your service plays a very important role for Trichy,2022-05-01 08:08:28+00:00,Mohamed44140586,22,1.52E+18,"Lalgudi, India"
3675,AirVistara,"Hey @airvistara ❤️ @DelhiAirport  
Fly the New feeling https://t.co/IabRrhLdex",2022-05-01 08:00:18+00:00,farru_hasan01,1,1.52E+18,
3676,AirVistara,This Delhi trip is becoming better and better. @airvistara your baggage drop staff was so helpful and they switched my seat around with no fuss! Clearly my manifesting is working 😅😉,2022-05-01 07:59:02+00:00,kshenoy,370,1.52E+18,
3677,AirVistara,@airvistara We need a Singapore- Pune direct flight,2022-05-01 07:56:13+00:00,hjtraffic,1648,1.52E+18,
3678,AirVistara,@airvistara @airvistara Goa beach,2022-05-01 07:51:04+00:00,DharmenderAhl18,2,1.52E+18,
3679,AirVistara,"@airvistara @maynkjha @RNTata2000 @TataCompanies they save money by forfeiting 99.5%fm my tkt &amp; refunded Rs 14/-against 6588!This despite their DM of16th March for Waiver Charges &amp; Full Refund.Can u Trust this BRAND -TATA?Agent,MMT said will refun",2022-05-01 07:36:52+00:00,DarbariRajesh,21,1.52E+18,
3680,AirVistara,Are there regular operational checks on Emergency Exit doors in Flights? There seems to be no log visible to the passengers. @JM_Scindia @DGCAIndia @IndiGo6E @airvistara @rtiindia,2022-05-01 07:36:39+00:00,sanket_golechha,131,1.52E+18,Chennai
3681,AirVistara,@flyspicejet @GoFirstairways @airvistara @airindiain @airasia @DARPG_GoI Look how spice jet cheated my friend for a seat until she Missed ger flight . Now they are claiming she was late at the airport they told her to Contact hwr agent . They are real thu,2022-05-01 07:30:38+00:00,SheikhAbrar09,27,1.52E+18, J&K
3682,AirVistara,"@airvistara @AxisBankSupport Extremely disappointed by Vistara and Axis Bank. Can't redeem the ""Axis Vistara Complimentary Seat Voucher"" which guaranteed a free seat for any domestic flight. The reason given is that there are no ""redemption seats"" availab",2022-05-01 07:19:58+00:00,Aman_afc,50,1.52E+18,
3683,AirVistara,"@airvistara Please start a Direct Flight connecting 
Hyderabad/Bengaluru/Chennai ⇔ Denpasar Bali (DPS). 
It will help many potential travellers avoid the hassle of layovers and worries of transit visas.",2022-05-01 07:06:25+00:00,Anwesh_Odisha,439,1.52E+18,Earth
3684,AirVistara,"A cup of coffee and beautiful #VistaraView ❤️. That's all I need..... 
@airvistara https://t.co/Vgfaxcdusz",2022-05-01 06:59:35+00:00,Tushu_48,75,1.52E+18,"Cuttack, Odisha, India"
3685,AirVistara,"@airvistara The Andes, South America",2022-05-01 06:55:35+00:00,wings_around,833,1.52E+18,Abu Dhabi
3686,AirVistara,@cjb_aviation @airvistara Goair also launched flights recently only to Kovai right?,2022-05-01 06:41:44+00:00,UpdatesChennai,37703,1.52E+18,"Chennai, India"
3687,AirVistara,@TheDessertCart1 @airvistara With every single airline+Outfit,2022-05-01 06:28:30+00:00,neetakolhatkar,12213,1.52E+18,
3688,AirVistara,"RT @cjb_aviation: Some Well Timed Domestic Connections of @airvistara 
ATQ-DEL-CJB
IXL-DEL-CJB
IXC-BLR-CJB
CJB-BLR-IXC

Some more @airvista…",2022-05-01 06:26:43+00:00,cjb_aviation,3872,1.52E+18,"Coimbatore, India"
3689,AirVistara,"RT @bhogleharsha: There is more to the IPL than just cricket. The travel, the teams, the memories. Let's rekindle the joy of travelling tog…",2022-05-01 06:17:06+00:00,Nityana27886042,154,1.52E+18,
3690,AirVistara,"@airvistara BtW, I have just managed to login after resetting my password when having accessed via webpage",2022-05-01 06:16:24+00:00,surjomukerji,32,1.52E+18,India
3691,AirVistara,@Shib4577 @airvistara @happyeasygo What a pathetic service - I had experienced a similar issue and I’m sure everyone who books through @happyeasygo faces the same issue. Would recommend not to book from this rip-off website/app. @consumerforum_ please l,2022-05-01 06:16:21+00:00,AkshatMandloi6,3,1.52E+18,
3692,AirVistara,@airvistara Thank you - have sent a private message,2022-05-01 06:08:19+00:00,surjomukerji,32,1.52E+18,India
3693,AirVistara,@airvistara Kindly let me know if any kid aged 11-12 year travelling to Goa from Bangalore require COVID-19 negative report.,2022-05-01 06:06:25+00:00,investEnable,35,1.52E+18,Bengaluru
3694,AirVistara,"@airvistara Whitefield Bangalore for sure,,",2022-05-01 06:05:59+00:00,santosh_inc,46,1.52E+18,"Bengaluru South, India"
3695,AirVistara,"@airvistara Hi Vistara, when are you starting flight from Singapore to Chennai/Trichy?? We have more tamil population traveling between Chennai/Trichy and Singapore frequently but flights are limited.",2022-05-01 06:03:37+00:00,PrakaashPal,45,1.52E+18,
3696,AirVistara,@airvistara Kid aged 11-12 years travelling to Goa via Vistara flight needs Covid Negative report or it is only for Adults.,2022-05-01 06:01:04+00:00,investEnable,35,1.52E+18,Bengaluru
3697,AirVistara,@airvistara Mount Fuji 🥳,2022-05-01 05:56:44+00:00,mayurirk,1040,1.52E+18,Guwahati/Mumbai
3698,AirVistara,@airvistara Tried to book for 23rd may but they said no schedule,2022-05-01 05:49:39+00:00,camaylal8,12,1.52E+18,
3699,AirVistara,RT @Saravanan_Raju: @airvistara I’m not sure how your team missed Chennai-Singapore high flowing traffic route? @RNTata2000,2022-05-01 05:42:40+00:00,CabipoolCHN,343,1.52E+18,"Chennai, India"
3700,AirVistara,@airvistara @airvistara I have provided the details couple of days back but no response from the team after that!!!! Hopefully I won’t get an auto response asking DM the details.. @TataCompanies,2022-05-01 05:41:37+00:00,VK_Human,54,1.52E+18,India
3701,AirVistara,@airvistara I’m not sure how your team missed Chennai-Singapore high flowing traffic route? @RNTata2000,2022-05-01 05:36:25+00:00,Saravanan_Raju,5,1.52E+18,Singapore
3702,AirVistara,@airvistara India Should train their staff. Like Air hostess how to behave with passengers. Horrible Experience Goa to Mumbai 8.40 Am Flight.@SingaporeAir @SingaporeAirID @RNTata2000. Unprofessional.,2022-05-01 05:25:24+00:00,DAllInOneNews1,7,1.52E+18,
3703,AirVistara,@airvistara @lufthansa  Thank you for guiding my wife throughout the long journey PNQ DEL FRA BER UK974 -UK 25 -LH202,2022-05-01 05:25:14+00:00,amolsainis,78,1.52E+18,"Berlin, Germany"
3704,AirVistara,@DGCAIndia @airvistara when I've tried calling the Vistara customer care regarding the same the response was unsatisfactory. I have not been transferred to flight UK726 inspite of repeated requests instead forced to change 3 flights. Customer service is a,2022-05-01 05:24:39+00:00,abhi_cheekoty,32,1.52E+18,india
3705,AirVistara,@airvistara Rwy 25 approach at VOMM,2022-05-01 05:24:22+00:00,That_ATCO,560,1.52E+18,BLR127.75
3706,AirVistara,@airvistara Mount Everest mountain 🏔️,2022-05-01 05:23:43+00:00,sourcezy,56,1.52E+18,"Bengaluru, India"
3707,AirVistara,@airvistara I've booked a flight from Dibrugarh to Bangalore for today and confirmed flights UK741 and UK756. But I've received a msg 2 hours before the departure informing me that I will be rerouted through Delhi and I will be delayed by 5 hours. This is,2022-05-01 05:16:49+00:00,abhi_cheekoty,32,1.52E+18,india
3708,AirVistara,@airvistara #poorservice on hold for more than 10 mins,2022-05-01 05:16:35+00:00,rvndgrg,19,1.52E+18,
3709,AirVistara,"Hi @airindiain @TataCompanies, I’ll send someone to Delhi. Will you at least give the baggage then? Because I don’t think it makes sense for you guys to send it to me. @DGCAIndia @airvistara",2022-05-01 05:15:17+00:00,jacksonandrew27,231,1.52E+18,"Dubai, United Arab Emirates"
3710,AirVistara,@airvistara very painful tele support system on hold for more than 10 mins. This is important and Not expected from you  tsch tsch…,2022-05-01 05:14:31+00:00,rvndgrg,19,1.52E+18,
3711,AirVistara,@airvistara Nice view!!,2022-05-01 05:14:27+00:00,777pilot,148,1.52E+18,"Doha, Qatar"
3712,AirVistara,@airvistara Do u have direct flight to Bhubaneswar @BSCL_BBSR plz let me know,2022-05-01 05:07:46+00:00,pranavkesinga,811,1.52E+18,"Kesinga, Odisha,India "
3713,AirVistara,"Ayyo. Some seriously Angrez wannabe Menu / Chef / Marketing head at @airvistara 
Croquette, rice cake, flatbread? 🤷‍♀️ https://t.co/XV8Yg5nJkx",2022-05-01 05:03:58+00:00,IndiaYai,571,1.52E+18,"Bangalore, India"
3714,AirVistara,"@SinghviYashpal @theMihirV @SLBenfica @emirates @EmiratesFACup @slbenfica_en @visitportugal @airvistara @IPL People will call it 'copied from Emirates'

Let their marketing team innovate",2022-05-01 05:02:15+00:00,gssr_1039,8,1.52E+18,India
3715,AirVistara,@airvistara Safdarjung airport,2022-05-01 05:01:16+00:00,rpramodhkumar,385,1.52E+18,Mumbai
3716,AirVistara,@airvistara East of Mumbai - Karjat and Neral !,2022-05-01 04:57:58+00:00,SinhjiRana,45,1.52E+18,"Bengaluru, India"
3717,AirVistara,'Super' app: @airvistara's enrolment in @TataNeuDigital will take time https://t.co/q6zlmnLOeY,2022-05-01 04:53:24+00:00,thenewsdrum,164,1.52E+18,
3718,AirVistara,@airvistara see how the delhi management taking care of your reputations we didn’t expect from TATA @RNTata2000 @TataCompanies https://t.co/vi1db0E9Pd,2022-05-01 04:52:38+00:00,neshat_tarique,24,1.52E+18,"रांची, भारत"
3719,AirVistara,@airvistara Half an engine and a Sharklet 🤔,2022-05-01 04:51:10+00:00,TRE_320,3027,1.52E+18,Bombay || Bangalore
3720,AirVistara,@airvistara - Sent you a DM. Pls check!,2022-05-01 04:50:51+00:00,gvips82,33,1.52E+18,
3721,AirVistara,RT @AlmeidaJugnu: @airvistara why only #junkfood on your flights ? DEL-DED - 28Apr  @TataCompanies @DGCAIndia #vinodkannan #airvistara @NDT…,2022-05-01 04:45:35+00:00,JKarr654321,247,1.52E+18,
3722,AirVistara,"RT @airvistara: Feel like heading out for a vacation?
Presenting #TheSoundtrackOfTravel, the perfect melody to wake up the explorer in you…",2022-05-01 04:42:26+00:00,FaguwaX,0,1.52E+18,
3723,AirVistara,"Interesting to see @airvistara change the ‘no smoking’ sign to ‘no electronics’.
I assumed it was a govt directive to be implemented by all airlines, but @IndiGo6E still has the trusty old one. https://t.co/OLkawmOxHt",2022-05-01 04:41:22+00:00,shreyanath26,69,1.52E+18,
3724,AirVistara,@airvistara Notting Hill 😂⛰️,2022-05-01 04:40:37+00:00,AmitAgarwal22,918,1.52E+18,"New Delhi, India"
3725,AirVistara,RT @Desifunday: @AirportBilaspur @sureshpprabhu @MoCA_GoI @drramansingh @narendramodi @BJP4CGState @BJP4India @sahu_lakhanlal @PMOIndia @Pi…,2022-05-01 04:15:03+00:00,Bilaspur_air,241,1.52E+18,"Bilaspur, India"
3726,AirVistara,@AirportBilaspur @sureshpprabhu @MoCA_GoI @drramansingh @narendramodi @BJP4CGState @BJP4India @sahu_lakhanlal @PMOIndia @PiyushGoyal @jayantsinha @ChhattisgarhCMO @bhupeshbaghel @TS_SinghDeo @secl_cil @ntpclimited @pgcilindia @nmdclimited @BilaspurDist @S,2022-05-01 03:58:51+00:00,Desifunday,714,1.52E+18,"Boston, MA"
3727,AirVistara,"Hi @airvistara  &amp; @Cleartrip 
I have been trying from last 3weeks to get the refund for PNR-TA48YM. Both teams always send me DM stating we are sorry and we are working on this but I do not see any progress. @RNTata2000 , @riorover please intervene #Your_frustated_customer🙏🙏",2022-05-01 03:52:22+00:00,ChiragG72798447,0,1.52E+18,
3728,AirVistara,@airvistara Pls consider introducing flight between SG and Pune..,2022-05-01 03:47:08+00:00,pankaj196,12,1.52E+18,"Pune, India"
3729,AirVistara,RT @Desifunday: @BilasaAirport @AirportBilaspur @sureshpprabhu @MoCA_GoI @drramansingh @narendramodi @BJP4CGState @BJP4India @sahu_lakhanla…,2022-05-01 03:46:52+00:00,Desifunday,714,1.52E+18,"Boston, MA"
3730,AirVistara,@theMihirV @SLBenfica @emirates @EmiratesFACup @slbenfica_en @visitportugal .@airvistara what is stopping you from doing this in @IPL ?,2022-05-01 03:42:06+00:00,SinghviYashpal,28,1.52E+18,Mumbai 
3731,AirVistara,STOP SPAMMING WILL YOU @airvistara 😡😡😡,2022-05-01 03:33:34+00:00,TheDessertCart1,1692,1.52E+18,"Prabhadevi, Mumbai"
3732,AirVistara,@airvistara @airvistara have replied to you in DM.,2022-05-01 03:29:56+00:00,pranaypj,142,1.52E+18,Mumbai
3733,AirVistara,Book one flight on @airvistara and you end up signing for life long spam messages for free. At least 2/3 times a day 🤷‍♀️😡,2022-05-01 03:06:50+00:00,TheDessertCart1,1692,1.52E+18,"Prabhadevi, Mumbai"
3734,AirVistara,"@airvistara Team, I am trying to reset password by clicking forgot password via the mobile app but am getting this most unhelpful message. I mean if I did know my last password, I wouldn’t have had to reset it and so called password migration is Greek a",2022-05-01 03:02:56+00:00,surjomukerji,32,1.52E+18,India
3735,AirVistara,"@Cleartrip Despite compensation for cancellation policy and in contravention of 
@DGCAIndia
 CAR ,
@airvistara
 has publicly stated that pax on flts cancelled for operational reasons ARE NOT ENTITLED TO COMPENSATION. So book on other HONEST carriers",2022-05-01 02:57:23+00:00,RanjKULL,3,1.52E+18,
3736,AirVistara,Many regular air travellers on #Bhubaneswar_Bangalore route look forward to  @airvistara flights.,2022-05-01 02:47:06+00:00,punarbashu,13035,1.52E+18,BHUBANESWAR
3737,AirVistara,@airvistara Apparently their customer service manager on the helpline is also not well versed with UM formalities,2022-05-01 02:37:59+00:00,DrRISHABHKEDIA1,6,1.52E+18,
3738,AirVistara,@airvistara How to handover my child traveling as an unaccompanied minor at Kolkata airport? My nephew is stranded there and there is no clarity,2022-05-01 02:36:56+00:00,DrRISHABHKEDIA1,6,1.52E+18,
3739,AirVistara,@airvistara I managed to get in touch with someone and get checked in now. I have already escalated this issue.,2022-05-01 02:33:35+00:00,ankitasingh67,1252,1.52E+18,Bangalore
3740,AirVistara,RT @mansi_gambhir: Can you stop sending pre-made templates and let us know the status?? @airvistara and also a proper justification about h…,2022-05-01 02:32:09+00:00,surferraj,71,1.52E+18,Pune
3741,AirVistara,Hi @airvistara - My son is travelling as an Unaccompanied Minor from CCU to DEL; no one at Kolkata airport to assist or take custody of my son. We were advised to fill UM form and there shall be someone at every airport to accompany my son. URGENT.,2022-05-01 02:28:52+00:00,sauravthechamp,95,1.52E+18,Mumbai
3742,AirVistara,@airvistara been standing at the vistara terminal at Mumbai airport for over 45 mins now but not a single representative at the counter!! Why do you send an email for people to come 2 hrs earlier when your staff is not around #Mumbaiairport,2022-05-01 01:29:25+00:00,ankitasingh67,1252,1.52E+18,Bangalore
3743,AirVistara,RT @IndiaArtFair: ✈️ All routes lead to Delhi! Book your tickets to Delhi with our airline partner @airvistara to experience the return of…,2022-05-01 01:13:58+00:00,anshulgcet,53,1.52E+18,"Gurgaon, India"
3744,AirVistara,@airvistara you have the worst possible staff at Delhi Airport. The guy called Kundan needs a lot of lessons in customer handling... Your worst staffer. KUNDAN,2022-05-01 01:13:03+00:00,vishalsareen,1336,1.52E+18,India
3745,AirVistara,@airvistara you have absolute horrible staff at Delhi t3. I want to officially launch a complaint against your employee for harrassment. Pl dm me the process,2022-05-01 01:03:45+00:00,nehulma,593,1.52E+18,New Delhi
3746,AirVistara,@title_wave @claimcompanies @AlaskaAir Had similar experience on @airvistara,2022-05-01 00:59:03+00:00,Dsouzadoo,72,1.52E+18,United Kingdom
3747,AirVistara,@mansi_gambhir @sandeeprrao1991 @airvistara Don’t expect any proper response from air vistara - almost all the replies will be with template only …customer service response is very poor even for Gold members,2022-05-01 00:45:11+00:00,karthic74,198,1.52E+18,
3748,AirVistara,@mansi_gambhir @sandeeprrao1991 @airvistara Mansi we travelled  from IXC-MAA via delhi on 02/03/2022 .They never loaded our baggage in Delhi and when we landed in Chennai and found out they gave lame excuses and washed their hands.Being an gold member and,2022-05-01 00:43:56+00:00,karthic74,198,1.52E+18,
3749,AirVistara,@airvistara - Your partner SG Airline is not asking for RTPCR test as SG govt removed this requirement eff 26 Aprl. Then why are you asking it ? https://t.co/KhG1rhY7h1,2022-04-30 23:57:15+00:00,Arawat1212,0,1.52E+18,
3750,AirVistara,"RT @airvistara: @nv_patell Dear Customer, We are sorry to note your disappointment. We're checking on your concern internally and will get…",2022-04-30 21:14:18+00:00,nv_patell,23,1.52E+18,Indore
3751,AirVistara,"@airvistara spoke to customer care mr archit Agarwal. Instead of solving issues kept dodging the matter. This should not be a Tata group response, who are know for customer satisfaction",2022-04-30 20:07:53+00:00,ajmarwah,305,1.52E+18,Mumbai
3752,AirVistara,@Mirchimahvash @airvistara May be soyabeen chunks. Hahaha,2022-04-30 19:37:27+00:00,sandesh8006,23,1.52E+18,"Thane, India"
3753,AirVistara,@airvistara Need prompt action and expect sensible and sensitive customer grievance redressal.,2022-04-30 19:28:43+00:00,saurabhagu,35,1.52E+18,"Delhi, India"
3754,AirVistara,Can you stop sending pre-made templates and let us know the status?? @airvistara and also a proper justification about how you guys are not responsible of taking care of our luggage?? @BLRAirport,2022-04-30 19:23:26+00:00,mansi_gambhir,28,1.52E+18,"बैंगलुरु, भारत"
3755,AirVistara,"@airvistara extremely unprofessional way of handling luggage, insensitive customer care team at baggage counter at @BLRAirport Our new America tourister luggage (@AMtouristerIN) worth INR 6000 bought 5 days ago on 24th April was mishandled by the Vistara ",2022-04-30 19:19:24+00:00,saurabhagu,35,1.52E+18,"Delhi, India"
3756,AirVistara,"@airvistara I have made a reservation LHR-DEL,1st May start at LHR. I booked via https://t.co/n16A6CYqJN. My name on getaflight confirmation is correct but Vistara has added “Mr” at end of my first name. I can’t change the name or checkin. Can you h",2022-04-30 19:15:28+00:00,grumpy_prashant,113,1.52E+18,"London, England"
3757,AirVistara,"@airvistara Please start ccu to blr ,,,",2022-04-30 19:09:56+00:00,dipak71,584,1.52E+18,"Kolkata, India"
3758,AirVistara,"RT @KiranManral: All woman crew on our @airvistara flight into Delhi this morning. Captain Parul Sachdev, First officer Ayushi and a superb…",2022-04-30 19:06:37+00:00,HChharhaan,4,1.52E+18,
3759,AirVistara,@airvistara Was on UK 981 today .. Biswajit Chattopadhyay was an amazing host .. a very competent crew member who knew the ropes Flight ✈️ was pleasant with Ms. Arati flying it well Map system superb ! https://t.co/bbDaasMlFP,2022-04-30 18:29:06+00:00,BKanad,1767,1.52E+18," Vadodara, Kolkata , Sydney"
3760,AirVistara,@tweettokarishma @airvistara Is it a comment or compliment?,2022-04-30 18:18:41+00:00,saurabhgungun,106,1.52E+18,India
3761,AirVistara,"@airvistara I am flying tomorrow to Singapore by UK115. SG government have removed RTPCR requirement starting 26 April 2022 for fully vaccinated passenger and I am a long term pass holder vaccinated in Singapore. Why Vistara is still asking for RTPCR, I a",2022-04-30 18:13:16+00:00,Arawat1212,0,1.52E+18,
3762,AirVistara,I had higher expectations from a professional airline company that is striving to go global. @airvistara https://t.co/OmIkUzN8IV,2022-04-30 17:56:33+00:00,MahimaAnand27,3,1.52E+18,
3763,AirVistara,"Been on call for over an hour your Customer Executive agreed to the fact that the information provided by the airlines was very misleading. 
If there are clearly errors committed from Vistara's end, why is the customer forced to take the full responsibility?@airvistara https://t.co/mws4WLU7WH",2022-04-30 17:56:31+00:00,MahimaAnand27,3,1.52E+18,
3764,AirVistara,"1. The airlines failed to provide me with the right information, and now demands  unjustifiable cancellation charge of 12600 INR. As per the link provided in the ""Cancel notice"" of my ticket (attached) all cancellations are free up to 72 hours of departure.@airvistara https://t.co/ktcEsHRCCy",2022-04-30 17:56:28+00:00,MahimaAnand27,3,1.52E+18,
3765,AirVistara,"@airvistara 
Where Are You!?🥺💜
Please Join The Purple Wave! #AirportTwitter 
#BTS_twt #BTSArmy https://t.co/RrwQa5d7nO",2022-04-30 17:52:32+00:00,_ADITICHOURASIA,1575,1.52E+18,IN MY OWN WORLD❤💛❤
3766,AirVistara,@airvistara But customer service is so poor,2022-04-30 17:46:44+00:00,umaswain1,4,1.52E+18,"Ahmadabad City, India"
3767,AirVistara,"@airvistara
Why don’t you guys reply DMs. You guys reply to public tweet and ask us to DM and then you go vanished. 
Why?",2022-04-30 17:45:08+00:00,umaswain1,4,1.52E+18,"Ahmadabad City, India"
3768,AirVistara,RT @nirmalogy: Thanks @airvistara ❤️ https://t.co/y7Qi6eGBlT,2022-04-30 17:40:31+00:00,AkashLakhanpal,107,1.52E+18,Delhi
3769,AirVistara,"Wheelchair access was already made during booking and she had wheelchair till boarding at the USA jfk airport. 
PNR  AVLDUS.  Even after immigration at Delhi airport she didn't get wheelchair access yet and struggling alone.@DelhiAirport 
@AmericanAir @airvistara",2022-04-30 17:34:05+00:00,i_m_soumi_r,5,1.52E+18,"New Jersey, USA"
